Filepath,Speaker,Text,Emotion
./dataset/crema-d\AudioWAV\1033_WSI_ANG_XX.wav,Crema_1033,We'll stop in a couple of minutes,Anger
./dataset/crema-d\AudioWAV\1033_WSI_DIS_XX.wav,Crema_1033,We'll stop in a couple of minutes,Disgust
./dataset/crema-d\AudioWAV\1033_WSI_FEA_XX.wav,Crema_1033,We'll stop in a couple of minutes,Fear
./dataset/crema-d\AudioWAV\1033_WSI_HAP_XX.wav,Crema_1033,We'll stop in a couple of minutes,Happy
./dataset/crema-d\AudioWAV\1033_WSI_NEU_XX.wav,Crema_1033,We'll stop in a couple of minutes,Neutral
./dataset/crema-d\AudioWAV\1033_WSI_SAD_XX.wav,Crema_1033,We'll stop in a couple of minutes,Sad
./dataset/crema-d\AudioWAV\1034_DFA_ANG_XX.wav,Crema_1034,Don't forget a jacket,Anger
./dataset/crema-d\AudioWAV\1034_DFA_DIS_XX.wav,Crema_1034,Don't forget a jacket,Disgust
./dataset/crema-d\AudioWAV\1034_DFA_FEA_XX.wav,Crema_1034,Don't forget a jacket,Fear
./dataset/crema-d\AudioWAV\1034_DFA_HAP_XX.wav,Crema_1034,Don't forget a jacket,Happy
./dataset/crema-d\AudioWAV\1034_DFA_NEU_XX.wav,Crema_1034,Don't forget a jacket,Neutral
./dataset/crema-d\AudioWAV\1034_DFA_SAD_XX.wav,Crema_1034,Don't forget a jacket,Sad
./dataset/crema-d\AudioWAV\1034_IEO_ANG_HI.wav,Crema_1034,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1034_IEO_ANG_LO.wav,Crema_1034,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1034_IEO_ANG_MD.wav,Crema_1034,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1034_IEO_DIS_HI.wav,Crema_1034,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1034_IEO_DIS_LO.wav,Crema_1034,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1034_IEO_DIS_MD.wav,Crema_1034,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1034_IEO_FEA_HI.wav,Crema_1034,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1034_IEO_FEA_LO.wav,Crema_1034,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1034_IEO_FEA_MD.wav,Crema_1034,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1034_IEO_HAP_HI.wav,Crema_1034,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1034_IEO_HAP_LO.wav,Crema_1034,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1034_IEO_HAP_MD.wav,Crema_1034,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1034_IEO_NEU_XX.wav,Crema_1034,It's eleven o'clock,Neutral
./dataset/crema-d\AudioWAV\1034_IEO_SAD_HI.wav,Crema_1034,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1034_IEO_SAD_LO.wav,Crema_1034,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1034_IEO_SAD_MD.wav,Crema_1034,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1034_IOM_ANG_XX.wav,Crema_1034,I'm on my way to the meeting,Anger
./dataset/crema-d\AudioWAV\1034_IOM_DIS_XX.wav,Crema_1034,I'm on my way to the meeting,Disgust
./dataset/crema-d\AudioWAV\1034_IOM_FEA_XX.wav,Crema_1034,I'm on my way to the meeting,Fear
./dataset/crema-d\AudioWAV\1034_IOM_HAP_XX.wav,Crema_1034,I'm on my way to the meeting,Happy
./dataset/crema-d\AudioWAV\1034_IOM_NEU_XX.wav,Crema_1034,I'm on my way to the meeting,Neutral
./dataset/crema-d\AudioWAV\1034_IOM_SAD_XX.wav,Crema_1034,I'm on my way to the meeting,Sad
./dataset/crema-d\AudioWAV\1034_ITH_ANG_XX.wav,Crema_1034,I think I have a doctor's appointment,Anger
./dataset/crema-d\AudioWAV\1034_ITH_DIS_XX.wav,Crema_1034,I think I have a doctor's appointment,Disgust
./dataset/crema-d\AudioWAV\1034_ITH_FEA_XX.wav,Crema_1034,I think I have a doctor's appointment,Fear
./dataset/crema-d\AudioWAV\1034_ITH_HAP_XX.wav,Crema_1034,I think I have a doctor's appointment,Happy
./dataset/crema-d\AudioWAV\1034_ITH_NEU_XX.wav,Crema_1034,I think I have a doctor's appointment,Neutral
./dataset/crema-d\AudioWAV\1034_ITH_SAD_XX.wav,Crema_1034,I think I have a doctor's appointment,Sad
./dataset/crema-d\AudioWAV\1034_ITS_ANG_XX.wav,Crema_1034,I think I've seen this before,Anger
./dataset/crema-d\AudioWAV\1034_ITS_DIS_XX.wav,Crema_1034,I think I've seen this before,Disgust
./dataset/crema-d\AudioWAV\1034_ITS_FEA_XX.wav,Crema_1034,I think I've seen this before,Fear
./dataset/crema-d\AudioWAV\1034_ITS_HAP_XX.wav,Crema_1034,I think I've seen this before,Happy
./dataset/crema-d\AudioWAV\1034_ITS_NEU_XX.wav,Crema_1034,I think I've seen this before,Neutral
./dataset/crema-d\AudioWAV\1034_ITS_SAD_XX.wav,Crema_1034,I think I've seen this before,Sad
./dataset/crema-d\AudioWAV\1034_IWL_ANG_XX.wav,Crema_1034,I would like a new alarm clock,Anger
./dataset/crema-d\AudioWAV\1034_IWL_DIS_XX.wav,Crema_1034,I would like a new alarm clock,Disgust
./dataset/crema-d\AudioWAV\1034_IWL_FEA_XX.wav,Crema_1034,I would like a new alarm clock,Fear
./dataset/crema-d\AudioWAV\1034_IWL_HAP_XX.wav,Crema_1034,I would like a new alarm clock,Happy
./dataset/crema-d\AudioWAV\1034_IWL_NEU_XX.wav,Crema_1034,I would like a new alarm clock,Neutral
./dataset/crema-d\AudioWAV\1034_IWL_SAD_XX.wav,Crema_1034,I would like a new alarm clock,Sad
./dataset/crema-d\AudioWAV\1034_IWW_ANG_XX.wav,Crema_1034,I wonder what this is about,Anger
./dataset/crema-d\AudioWAV\1034_IWW_DIS_XX.wav,Crema_1034,I wonder what this is about,Disgust
./dataset/crema-d\AudioWAV\1034_IWW_FEA_XX.wav,Crema_1034,I wonder what this is about,Fear
./dataset/crema-d\AudioWAV\1034_IWW_HAP_XX.wav,Crema_1034,I wonder what this is about,Happy
./dataset/crema-d\AudioWAV\1034_IWW_NEU_XX.wav,Crema_1034,I wonder what this is about,Neutral
./dataset/crema-d\AudioWAV\1034_IWW_SAD_XX.wav,Crema_1034,I wonder what this is about,Sad
./dataset/crema-d\AudioWAV\1034_MTI_ANG_XX.wav,Crema_1034,Maybe tomorrow it will be cold,Anger
./dataset/crema-d\AudioWAV\1034_MTI_DIS_XX.wav,Crema_1034,Maybe tomorrow it will be cold,Disgust
./dataset/crema-d\AudioWAV\1034_MTI_FEA_XX.wav,Crema_1034,Maybe tomorrow it will be cold,Fear
./dataset/crema-d\AudioWAV\1034_MTI_HAP_XX.wav,Crema_1034,Maybe tomorrow it will be cold,Happy
./dataset/crema-d\AudioWAV\1034_MTI_NEU_XX.wav,Crema_1034,Maybe tomorrow it will be cold,Neutral
./dataset/crema-d\AudioWAV\1034_MTI_SAD_XX.wav,Crema_1034,Maybe tomorrow it will be cold,Sad
./dataset/crema-d\AudioWAV\1034_TAI_ANG_XX.wav,Crema_1034,The airplane is almost full,Anger
./dataset/crema-d\AudioWAV\1034_TAI_DIS_XX.wav,Crema_1034,The airplane is almost full,Disgust
./dataset/crema-d\AudioWAV\1034_TAI_FEA_XX.wav,Crema_1034,The airplane is almost full,Fear
./dataset/crema-d\AudioWAV\1034_TAI_HAP_XX.wav,Crema_1034,The airplane is almost full,Happy
./dataset/crema-d\AudioWAV\1034_TAI_NEU_XX.wav,Crema_1034,The airplane is almost full,Neutral
./dataset/crema-d\AudioWAV\1034_TAI_SAD_XX.wav,Crema_1034,The airplane is almost full,Sad
./dataset/crema-d\AudioWAV\1034_TIE_ANG_XX.wav,Crema_1034,That is exactly what happened,Anger
./dataset/crema-d\AudioWAV\1034_TIE_DIS_XX.wav,Crema_1034,That is exactly what happened,Disgust
./dataset/crema-d\AudioWAV\1034_TIE_FEA_XX.wav,Crema_1034,That is exactly what happened,Fear
./dataset/crema-d\AudioWAV\1034_TIE_HAP_XX.wav,Crema_1034,That is exactly what happened,Happy
./dataset/crema-d\AudioWAV\1034_TIE_NEU_XX.wav,Crema_1034,That is exactly what happened,Neutral
./dataset/crema-d\AudioWAV\1034_TIE_SAD_XX.wav,Crema_1034,That is exactly what happened,Sad
./dataset/crema-d\AudioWAV\1034_TSI_ANG_XX.wav,Crema_1034,The surface is slick,Anger
./dataset/crema-d\AudioWAV\1034_TSI_DIS_XX.wav,Crema_1034,The surface is slick,Disgust
./dataset/crema-d\AudioWAV\1034_TSI_FEA_XX.wav,Crema_1034,The surface is slick,Fear
./dataset/crema-d\AudioWAV\1034_TSI_HAP_XX.wav,Crema_1034,The surface is slick,Happy
./dataset/crema-d\AudioWAV\1034_TSI_NEU_XX.wav,Crema_1034,The surface is slick,Neutral
./dataset/crema-d\AudioWAV\1034_TSI_SAD_XX.wav,Crema_1034,The surface is slick,Sad
./dataset/crema-d\AudioWAV\1034_WSI_ANG_XX.wav,Crema_1034,We'll stop in a couple of minutes,Anger
./dataset/crema-d\AudioWAV\1034_WSI_DIS_XX.wav,Crema_1034,We'll stop in a couple of minutes,Disgust
./dataset/crema-d\AudioWAV\1034_WSI_FEA_XX.wav,Crema_1034,We'll stop in a couple of minutes,Fear
./dataset/crema-d\AudioWAV\1034_WSI_HAP_XX.wav,Crema_1034,We'll stop in a couple of minutes,Happy
./dataset/crema-d\AudioWAV\1034_WSI_NEU_XX.wav,Crema_1034,We'll stop in a couple of minutes,Neutral
./dataset/crema-d\AudioWAV\1034_WSI_SAD_XX.wav,Crema_1034,We'll stop in a couple of minutes,Sad
./dataset/crema-d\AudioWAV\1035_DFA_ANG_XX.wav,Crema_1035,Don't forget a jacket,Anger
./dataset/crema-d\AudioWAV\1035_DFA_DIS_XX.wav,Crema_1035,Don't forget a jacket,Disgust
./dataset/crema-d\AudioWAV\1035_DFA_FEA_XX.wav,Crema_1035,Don't forget a jacket,Fear
./dataset/crema-d\AudioWAV\1035_DFA_HAP_XX.wav,Crema_1035,Don't forget a jacket,Happy
./dataset/crema-d\AudioWAV\1035_DFA_NEU_XX.wav,Crema_1035,Don't forget a jacket,Neutral
./dataset/crema-d\AudioWAV\1035_DFA_SAD_XX.wav,Crema_1035,Don't forget a jacket,Sad
./dataset/crema-d\AudioWAV\1035_IEO_ANG_HI.wav,Crema_1035,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1035_IEO_ANG_LO.wav,Crema_1035,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1035_IEO_ANG_MD.wav,Crema_1035,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1035_IEO_DIS_HI.wav,Crema_1035,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1035_IEO_DIS_LO.wav,Crema_1035,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1035_IEO_DIS_MD.wav,Crema_1035,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1035_IEO_FEA_HI.wav,Crema_1035,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1035_IEO_FEA_LO.wav,Crema_1035,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1035_IEO_FEA_MD.wav,Crema_1035,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1035_IEO_HAP_HI.wav,Crema_1035,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1035_IEO_HAP_LO.wav,Crema_1035,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1035_IEO_HAP_MD.wav,Crema_1035,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1035_IEO_NEU_XX.wav,Crema_1035,It's eleven o'clock,Neutral
./dataset/crema-d\AudioWAV\1035_IEO_SAD_HI.wav,Crema_1035,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1035_IEO_SAD_LO.wav,Crema_1035,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1035_IEO_SAD_MD.wav,Crema_1035,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1035_IOM_ANG_XX.wav,Crema_1035,I'm on my way to the meeting,Anger
./dataset/crema-d\AudioWAV\1035_IOM_DIS_XX.wav,Crema_1035,I'm on my way to the meeting,Disgust
./dataset/crema-d\AudioWAV\1035_IOM_FEA_XX.wav,Crema_1035,I'm on my way to the meeting,Fear
./dataset/crema-d\AudioWAV\1035_IOM_HAP_XX.wav,Crema_1035,I'm on my way to the meeting,Happy
./dataset/crema-d\AudioWAV\1035_IOM_NEU_XX.wav,Crema_1035,I'm on my way to the meeting,Neutral
./dataset/crema-d\AudioWAV\1035_IOM_SAD_XX.wav,Crema_1035,I'm on my way to the meeting,Sad
./dataset/crema-d\AudioWAV\1035_ITH_ANG_XX.wav,Crema_1035,I think I have a doctor's appointment,Anger
./dataset/crema-d\AudioWAV\1035_ITH_DIS_XX.wav,Crema_1035,I think I have a doctor's appointment,Disgust
./dataset/crema-d\AudioWAV\1035_ITH_FEA_XX.wav,Crema_1035,I think I have a doctor's appointment,Fear
./dataset/crema-d\AudioWAV\1035_ITH_HAP_XX.wav,Crema_1035,I think I have a doctor's appointment,Happy
./dataset/crema-d\AudioWAV\1035_ITH_NEU_XX.wav,Crema_1035,I think I have a doctor's appointment,Neutral
./dataset/crema-d\AudioWAV\1035_ITH_SAD_XX.wav,Crema_1035,I think I have a doctor's appointment,Sad
./dataset/crema-d\AudioWAV\1035_ITS_ANG_XX.wav,Crema_1035,I think I've seen this before,Anger
./dataset/crema-d\AudioWAV\1035_ITS_DIS_XX.wav,Crema_1035,I think I've seen this before,Disgust
./dataset/crema-d\AudioWAV\1035_ITS_FEA_XX.wav,Crema_1035,I think I've seen this before,Fear
./dataset/crema-d\AudioWAV\1035_ITS_HAP_XX.wav,Crema_1035,I think I've seen this before,Happy
./dataset/crema-d\AudioWAV\1035_ITS_NEU_XX.wav,Crema_1035,I think I've seen this before,Neutral
./dataset/crema-d\AudioWAV\1035_ITS_SAD_XX.wav,Crema_1035,I think I've seen this before,Sad
./dataset/crema-d\AudioWAV\1035_IWL_ANG_XX.wav,Crema_1035,I would like a new alarm clock,Anger
./dataset/crema-d\AudioWAV\1035_IWL_DIS_XX.wav,Crema_1035,I would like a new alarm clock,Disgust
./dataset/crema-d\AudioWAV\1035_IWL_FEA_XX.wav,Crema_1035,I would like a new alarm clock,Fear
./dataset/crema-d\AudioWAV\1035_IWL_HAP_XX.wav,Crema_1035,I would like a new alarm clock,Happy
./dataset/crema-d\AudioWAV\1035_IWL_NEU_XX.wav,Crema_1035,I would like a new alarm clock,Neutral
./dataset/crema-d\AudioWAV\1035_IWL_SAD_XX.wav,Crema_1035,I would like a new alarm clock,Sad
./dataset/crema-d\AudioWAV\1035_IWW_ANG_XX.wav,Crema_1035,I wonder what this is about,Anger
./dataset/crema-d\AudioWAV\1035_IWW_DIS_XX.wav,Crema_1035,I wonder what this is about,Disgust
./dataset/crema-d\AudioWAV\1035_IWW_FEA_XX.wav,Crema_1035,I wonder what this is about,Fear
./dataset/crema-d\AudioWAV\1035_IWW_HAP_XX.wav,Crema_1035,I wonder what this is about,Happy
./dataset/crema-d\AudioWAV\1035_IWW_NEU_XX.wav,Crema_1035,I wonder what this is about,Neutral
./dataset/crema-d\AudioWAV\1035_IWW_SAD_XX.wav,Crema_1035,I wonder what this is about,Sad
./dataset/crema-d\AudioWAV\1035_MTI_ANG_XX.wav,Crema_1035,Maybe tomorrow it will be cold,Anger
./dataset/crema-d\AudioWAV\1035_MTI_DIS_XX.wav,Crema_1035,Maybe tomorrow it will be cold,Disgust
./dataset/crema-d\AudioWAV\1035_MTI_FEA_XX.wav,Crema_1035,Maybe tomorrow it will be cold,Fear
./dataset/crema-d\AudioWAV\1035_MTI_HAP_XX.wav,Crema_1035,Maybe tomorrow it will be cold,Happy
./dataset/crema-d\AudioWAV\1035_MTI_NEU_XX.wav,Crema_1035,Maybe tomorrow it will be cold,Neutral
./dataset/crema-d\AudioWAV\1035_MTI_SAD_XX.wav,Crema_1035,Maybe tomorrow it will be cold,Sad
./dataset/crema-d\AudioWAV\1035_TAI_ANG_XX.wav,Crema_1035,The airplane is almost full,Anger
./dataset/crema-d\AudioWAV\1035_TAI_DIS_XX.wav,Crema_1035,The airplane is almost full,Disgust
./dataset/crema-d\AudioWAV\1035_TAI_FEA_XX.wav,Crema_1035,The airplane is almost full,Fear
./dataset/crema-d\AudioWAV\1035_TAI_HAP_XX.wav,Crema_1035,The airplane is almost full,Happy
./dataset/crema-d\AudioWAV\1035_TAI_NEU_XX.wav,Crema_1035,The airplane is almost full,Neutral
./dataset/crema-d\AudioWAV\1035_TAI_SAD_XX.wav,Crema_1035,The airplane is almost full,Sad
./dataset/crema-d\AudioWAV\1035_TIE_ANG_XX.wav,Crema_1035,That is exactly what happened,Anger
./dataset/crema-d\AudioWAV\1035_TIE_DIS_XX.wav,Crema_1035,That is exactly what happened,Disgust
./dataset/crema-d\AudioWAV\1035_TIE_FEA_XX.wav,Crema_1035,That is exactly what happened,Fear
./dataset/crema-d\AudioWAV\1035_TIE_HAP_XX.wav,Crema_1035,That is exactly what happened,Happy
./dataset/crema-d\AudioWAV\1035_TIE_NEU_XX.wav,Crema_1035,That is exactly what happened,Neutral
./dataset/crema-d\AudioWAV\1035_TIE_SAD_XX.wav,Crema_1035,That is exactly what happened,Sad
./dataset/crema-d\AudioWAV\1035_TSI_ANG_XX.wav,Crema_1035,The surface is slick,Anger
./dataset/crema-d\AudioWAV\1035_TSI_DIS_XX.wav,Crema_1035,The surface is slick,Disgust
./dataset/crema-d\AudioWAV\1035_TSI_FEA_XX.wav,Crema_1035,The surface is slick,Fear
./dataset/crema-d\AudioWAV\1035_TSI_HAP_XX.wav,Crema_1035,The surface is slick,Happy
./dataset/crema-d\AudioWAV\1035_TSI_NEU_XX.wav,Crema_1035,The surface is slick,Neutral
./dataset/crema-d\AudioWAV\1035_TSI_SAD_XX.wav,Crema_1035,The surface is slick,Sad
./dataset/crema-d\AudioWAV\1035_WSI_ANG_XX.wav,Crema_1035,We'll stop in a couple of minutes,Anger
./dataset/crema-d\AudioWAV\1035_WSI_DIS_XX.wav,Crema_1035,We'll stop in a couple of minutes,Disgust
./dataset/crema-d\AudioWAV\1035_WSI_FEA_XX.wav,Crema_1035,We'll stop in a couple of minutes,Fear
./dataset/crema-d\AudioWAV\1035_WSI_HAP_XX.wav,Crema_1035,We'll stop in a couple of minutes,Happy
./dataset/crema-d\AudioWAV\1035_WSI_NEU_XX.wav,Crema_1035,We'll stop in a couple of minutes,Neutral
./dataset/crema-d\AudioWAV\1035_WSI_SAD_XX.wav,Crema_1035,We'll stop in a couple of minutes,Sad
./dataset/crema-d\AudioWAV\1036_DFA_ANG_XX.wav,Crema_1036,Don't forget a jacket,Anger
./dataset/crema-d\AudioWAV\1036_DFA_DIS_XX.wav,Crema_1036,Don't forget a jacket,Disgust
./dataset/crema-d\AudioWAV\1036_DFA_FEA_XX.wav,Crema_1036,Don't forget a jacket,Fear
./dataset/crema-d\AudioWAV\1036_DFA_HAP_XX.wav,Crema_1036,Don't forget a jacket,Happy
./dataset/crema-d\AudioWAV\1036_DFA_NEU_XX.wav,Crema_1036,Don't forget a jacket,Neutral
./dataset/crema-d\AudioWAV\1036_DFA_SAD_XX.wav,Crema_1036,Don't forget a jacket,Sad
./dataset/crema-d\AudioWAV\1036_IEO_ANG_HI.wav,Crema_1036,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1036_IEO_ANG_LO.wav,Crema_1036,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1036_IEO_ANG_MD.wav,Crema_1036,It's eleven o'clock,Anger
./dataset/crema-d\AudioWAV\1036_IEO_DIS_HI.wav,Crema_1036,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1036_IEO_DIS_LO.wav,Crema_1036,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1036_IEO_DIS_MD.wav,Crema_1036,It's eleven o'clock,Disgust
./dataset/crema-d\AudioWAV\1036_IEO_FEA_HI.wav,Crema_1036,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1036_IEO_FEA_LO.wav,Crema_1036,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1036_IEO_FEA_MD.wav,Crema_1036,It's eleven o'clock,Fear
./dataset/crema-d\AudioWAV\1036_IEO_HAP_HI.wav,Crema_1036,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1036_IEO_HAP_LO.wav,Crema_1036,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1036_IEO_HAP_MD.wav,Crema_1036,It's eleven o'clock,Happy
./dataset/crema-d\AudioWAV\1036_IEO_NEU_XX.wav,Crema_1036,It's eleven o'clock,Neutral
./dataset/crema-d\AudioWAV\1036_IEO_SAD_HI.wav,Crema_1036,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1036_IEO_SAD_LO.wav,Crema_1036,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1036_IEO_SAD_MD.wav,Crema_1036,It's eleven o'clock,Sad
./dataset/crema-d\AudioWAV\1036_IOM_ANG_XX.wav,Crema_1036,I'm on my way to the meeting,Anger
./dataset/crema-d\AudioWAV\1036_IOM_DIS_XX.wav,Crema_1036,I'm on my way to the meeting,Disgust
./dataset/crema-d\AudioWAV\1036_IOM_FEA_XX.wav,Crema_1036,I'm on my way to the meeting,Fear
./dataset/crema-d\AudioWAV\1036_IOM_HAP_XX.wav,Crema_1036,I'm on my way to the meeting,Happy
./dataset/crema-d\AudioWAV\1036_IOM_NEU_XX.wav,Crema_1036,I'm on my way to the meeting,Neutral
./dataset/crema-d\AudioWAV\1036_IOM_SAD_XX.wav,Crema_1036,I'm on my way to the meeting,Sad
./dataset/crema-d\AudioWAV\1036_ITH_ANG_XX.wav,Crema_1036,I think I have a doctor's appointment,Anger
./dataset/crema-d\AudioWAV\1036_ITH_DIS_XX.wav,Crema_1036,I think I have a doctor's appointment,Disgust
./dataset/crema-d\AudioWAV\1036_ITH_FEA_XX.wav,Crema_1036,I think I have a doctor's appointment,Fear
./dataset/crema-d\AudioWAV\1036_ITH_HAP_XX.wav,Crema_1036,I think I have a doctor's appointment,Happy
./dataset/crema-d\AudioWAV\1036_ITH_NEU_XX.wav,Crema_1036,I think I have a doctor's appointment,Neutral
./dataset/crema-d\AudioWAV\1036_ITH_SAD_XX.wav,Crema_1036,I think I have a doctor's appointment,Sad
./dataset/crema-d\AudioWAV\1036_ITS_ANG_XX.wav,Crema_1036,I think I've seen this before,Anger
./dataset/crema-d\AudioWAV\1036_ITS_DIS_XX.wav,Crema_1036,I think I've seen this before,Disgust
./dataset/crema-d\AudioWAV\1036_ITS_FEA_XX.wav,Crema_1036,I think I've seen this before,Fear
./dataset/crema-d\AudioWAV\1036_ITS_HAP_XX.wav,Crema_1036,I think I've seen this before,Happy
./dataset/crema-d\AudioWAV\1036_ITS_NEU_XX.wav,Crema_1036,I think I've seen this before,Neutral
./dataset/crema-d\AudioWAV\1036_ITS_SAD_XX.wav,Crema_1036,I think I've seen this before,Sad
./dataset/crema-d\AudioWAV\1036_IWL_ANG_XX.wav,Crema_1036,I would like a new alarm clock,Anger
./dataset/crema-d\AudioWAV\1036_IWL_DIS_XX.wav,Crema_1036,I would like a new alarm clock,Disgust
./dataset/crema-d\AudioWAV\1036_IWL_FEA_XX.wav,Crema_1036,I would like a new alarm clock,Fear
./dataset/crema-d\AudioWAV\1036_IWL_HAP_XX.wav,Crema_1036,I would like a new alarm clock,Happy
./dataset/crema-d\AudioWAV\1036_IWL_NEU_XX.wav,Crema_1036,I would like a new alarm clock,Neutral
./dataset/crema-d\AudioWAV\1036_IWL_SAD_XX.wav,Crema_1036,I would like a new alarm clock,Sad
./dataset/crema-d\AudioWAV\1036_IWW_ANG_XX.wav,Crema_1036,I wonder what this is about,Anger
./dataset/crema-d\AudioWAV\1036_IWW_DIS_XX.wav,Crema_1036,I wonder what this is about,Disgust
./dataset/crema-d\AudioWAV\1036_IWW_FEA_XX.wav,Crema_1036,I wonder what this is about,Fear
./dataset/crema-d\AudioWAV\1036_IWW_HAP_XX.wav,Crema_1036,I wonder what this is about,Happy
./dataset/crema-d\AudioWAV\1036_IWW_NEU_XX.wav,Crema_1036,I wonder what this is about,Neutral
./dataset/crema-d\AudioWAV\1036_IWW_SAD_XX.wav,Crema_1036,I wonder what this is about,Sad
./dataset/crema-d\AudioWAV\1036_MTI_ANG_XX.wav,Crema_1036,Maybe tomorrow it will be cold,Anger
./dataset/crema-d\AudioWAV\1036_MTI_DIS_XX.wav,Crema_1036,Maybe tomorrow it will be cold,Disgust
./dataset/crema-d\AudioWAV\1036_MTI_FEA_XX.wav,Crema_1036,Maybe tomorrow it will be cold,Fear
./dataset/crema-d\AudioWAV\1036_MTI_HAP_XX.wav,Crema_1036,Maybe tomorrow it will be cold,Happy
./dataset/crema-d\AudioWAV\1036_MTI_NEU_XX.wav,Crema_1036,Maybe tomorrow it will be cold,Neutral
./dataset/crema-d\AudioWAV\1036_MTI_SAD_XX.wav,Crema_1036,Maybe tomorrow it will be cold,Sad
./dataset/crema-d\AudioWAV\1036_TAI_ANG_XX.wav,Crema_1036,The airplane is almost full,Anger
./dataset/crema-d\AudioWAV\1036_TAI_DIS_XX.wav,Crema_1036,The airplane is almost full,Disgust
./dataset/crema-d\AudioWAV\1036_TAI_FEA_XX.wav,Crema_1036,The airplane is almost full,Fear
./dataset/crema-d\AudioWAV\1036_TAI_HAP_XX.wav,Crema_1036,The airplane is almost full,Happy
./dataset/crema-d\AudioWAV\1036_TAI_NEU_XX.wav,Crema_1036,The airplane is almost full,Neutral
./dataset/crema-d\AudioWAV\1036_TAI_SAD_XX.wav,Crema_1036,The airplane is almost full,Sad
./dataset/crema-d\AudioWAV\1036_TIE_ANG_XX.wav,Crema_1036,That is exactly what happened,Anger
./dataset/crema-d\AudioWAV\1036_TIE_DIS_XX.wav,Crema_1036,That is exactly what happened,Disgust
./dataset/crema-d\AudioWAV\1036_TIE_FEA_XX.wav,Crema_1036,That is exactly what happened,Fear
./dataset/crema-d\AudioWAV\1036_TIE_HAP_XX.wav,Crema_1036,That is exactly what happened,Happy
./dataset/crema-d\AudioWAV\1036_TIE_NEU_XX.wav,Crema_1036,That is exactly what happened,Neutral
./dataset/crema-d\AudioWAV\1036_TIE_SAD_XX.wav,Crema_1036,That is exactly what happened,Sad
./dataset/crema-d\AudioWAV\1036_TSI_ANG_XX.wav,Crema_1036,The surface is slick,Anger
./dataset/crema-d\AudioWAV\1036_TSI_DIS_XX.wav,Crema_1036,The surface is slick,Disgust
./dataset/crema-d\AudioWAV\1036_TSI_FEA_XX.wav,Crema_1036,The surface is slick,Fear
./dataset/crema-d\AudioWAV\1036_TSI_HAP_XX.wav,Crema_1036,The surface is slick,Happy
./dataset/crema-d\AudioWAV\1036_TSI_NEU_XX.wav,Crema_1036,The surface is slick,Neutral
./dataset/crema-d\AudioWAV\1036_TSI_SAD_XX.wav,Crema_1036,The surface is slick,Sad
./dataset/crema-d\AudioWAV\1036_WSI_ANG_XX.wav,Crema_1036,We'll stop in a couple of minutes,Anger
./dataset/crema-d\AudioWAV\1036_WSI_DIS_XX.wav,Crema_1036,We'll stop in a couple of minutes,Disgust
./dataset/crema-d\AudioWAV\1036_WSI_FEA_XX.wav,Crema_1036,We'll stop in a couple of minutes,Fear
